program,signals,p_int_given_signal_mean,p_int_given_signal_std,p_int_given_signal_count,p_int_given_nosignal_mean,p_int_given_nosignal_std,p_int_given_nosignal_count,pct_matches_from_signal_mean,pct_matches_from_signal_std,pct_matches_from_signal_count,pct_match_from_nosignal_mean,pct_match_from_nosignal_std,pct_match_from_nosignal_count,reviews_per_program_mean,reviews_per_program_std,reviews_per_program_count,unfilled_positions_mean,unfilled_positions_std,unfilled_positions_count,p1_a1,p1_a2,p1_a3,p1_a4,p1_a5,p1_a6,p1_a7,p1_a8,p1_a9,p1_a10,p2_a1,p2_a2,p2_a3,p2_a4,p2_a5,p2_a6,p2_a7,p2_a8,p2_a9,p2_a10,p3_a1,p3_a2,p3_a3,p3_a4,p3_a5,p3_a6,p3_a7,p3_a8,p3_a9,p3_a10,p4_a1,p4_a2,p4_a3,p4_a4,p4_a5,p4_a6,p4_a7,p4_a8,p4_a9,p4_a10,p5_a1,p5_a2,p5_a3,p5_a4,p5_a5,p5_a6,p5_a7,p5_a8,p5_a9,p5_a10,p6_a1,p6_a2,p6_a3,p6_a4,p6_a5,p6_a6,p6_a7,p6_a8,p6_a9,p6_a10,p7_a1,p7_a2,p7_a3,p7_a4,p7_a5,p7_a6,p7_a7,p7_a8,p7_a9,p7_a10,p8_a1,p8_a2,p8_a3,p8_a4,p8_a5,p8_a6,p8_a7,p8_a8,p8_a9,p8_a10,p9_a1,p9_a2,p9_a3,p9_a4,p9_a5,p9_a6,p9_a7,p9_a8,p9_a9,p9_a10,p10_a1,p10_a2,p10_a3,p10_a4,p10_a5,p10_a6,p10_a7,p10_a8,p10_a9,p10_a10,p_int_given_signal_ci,p_int_given_signal_lower,p_int_given_signal_upper,p_int_given_nosignal_ci,p_int_given_nosignal_lower,p_int_given_nosignal_upper,pct_matches_from_signal_ci,pct_matches_from_signal_lower,pct_matches_from_signal_upper,pct_match_from_nosignal_ci,pct_match_from_nosignal_lower,pct_match_from_nosignal_upper,reviews_per_program_ci,reviews_per_program_lower,reviews_per_program_upper,unfilled_positions_ci,unfilled_positions_lower,unfilled_positions_upper,expect_int_per_signal_mean,expect_int_per_signal_ci,expect_int_per_signal_lower,expect_int_per_signal_upper
Anesthesiology,1,0.999674329598299,0.0006372080742951574,50,0.13213617444807826,0.021391775613291173,50,0.9997489186086084,0.000519378005971974,50,0.000251081391391578,0.0005193780059719457,50,639.3651442867045,64.54489403280625,50,0.0,0.0,50,0.10034047869338301,0.1004779793413349,0.09947229597281294,0.09832118979757248,0.0975122866706767,0.09891864470829656,0.10048698993033373,0.09948849662293323,0.10470694963871945,0.10027468862393661,0.10252213736973978,0.09498167317045164,0.102834932069253,0.09659928576798052,0.09864735547266434,0.10083930350194927,0.10291769008841331,0.10423678396697332,0.09474877420944301,0.10167206438313142,0.0978814562146556,0.10059987947535792,0.10085121341038274,0.1017408161252911,0.10035259883716202,0.10275353129947729,0.10391208895868422,0.0983936495805877,0.0975796854482295,0.09593508065017155,0.09831646930236668,0.10025241315315833,0.09829087651361439,0.09936544201068602,0.0998653288167747,0.09916330888814498,0.10007408252344771,0.09909094624343256,0.09963668668339137,0.10594444586498289,0.10289937128137878,0.10002171138253128,0.09746396376092335,0.09784697200198783,0.09871728054404358,0.09422691800786515,0.1000494611527241,0.1050451475555438,0.10343639591993586,0.10029277839306586,0.09740524577170356,0.09816740018190014,0.1028381828714489,0.09677241296601893,0.1042686110867543,0.0996746622604895,0.10462480983641004,0.09919965213752903,0.09790842955617897,0.09914059333156625,0.10295814446640515,0.09424672769593542,0.10202378108664904,0.0992930931601879,0.10394188557555967,0.09879050139315045,0.09583752172579903,0.10059178777378182,0.10034680715222734,0.10196974997030375,0.09640463987172819,0.09791319708177992,0.09471058828221207,0.10205347313870529,0.10070571464716206,0.09700134713709113,0.10683174824015222,0.10279121638424811,0.10345840878035728,0.09812966643656332,0.09966564067800958,0.10094716789595663,0.09737679115798797,0.10226453299643815,0.09541929494929341,0.1023535916206146,0.09888653623750003,0.0999316347844045,0.10440513363440333,0.09874967604539138,0.10628596986161228,0.10671487523420012,0.09911075089148098,0.10243809462941555,0.09925138902460713,0.10144573352835168,0.09653747445927223,0.09390225495189557,0.09926641060032736,0.0950470468188367,0.00017662506694148344,0.9994977045313576,0.9998509546652405,0.005929497682329449,0.12620667676574882,0.1380656721304077,0.00014396423832859656,0.9996049543702797,0.999892882846937,0.0001439642383285887,0.00010711715306298931,0.0003950456297201667,17.890931846533256,621.4742124401713,657.2560761332378,0.0,0.0,0.0,0.999674329598299,0.00017662506694148344,0.9994977045313576,0.9998509546652405
Anesthesiology,2,0.9912502105395439,0.006638444197351115,50,0.10082365112147172,0.022276216612492277,50,1.0,0.0,50,0.0,0.0,50,603.1469810143869,58.51568881772331,50,0.06,0.3136356914300021,50,0.10249102661396543,0.10015422673620553,0.09989414140786426,0.10142611592228219,0.10286330966277,0.09202942263390555,0.10401713945174411,0.0974953051019462,0.10143416801587053,0.0981951444534458,0.09814126354359548,0.10103156668008127,0.0966243157669132,0.09804157494261385,0.10198859663143002,0.09885906105178476,0.0997843083183593,0.09965493729642354,0.09745990312094616,0.10841447264785203,0.10720505875038758,0.09534012665190922,0.10767580444062139,0.0986195282781537,0.09859177966307568,0.0984005874656086,0.09950971276332077,0.09997893325465171,0.09825674842007824,0.09642172031219279,0.0964821486974606,0.0996763272395296,0.09633553564545945,0.10388857207977792,0.10279575773512781,0.1056326315274013,0.10189232126833282,0.10250236595017323,0.09402029417284402,0.09677404568389286,0.09467428108351555,0.10353875636084503,0.10490090235981611,0.10249707006369992,0.0930468057305924,0.10313848988398146,0.09952365386268286,0.10017746205864902,0.10463401598405314,0.09386856261216416,0.09830720852372277,0.10059639771984047,0.09431741089311113,0.09960214898978574,0.10328718215157236,0.1019553926289944,0.09673289516861257,0.09872628261796958,0.10420253252852424,0.10227254877786633,0.0991616598096442,0.10079505578152849,0.10078130347357167,0.10409703168098405,0.09908547212243306,0.10418526993677345,0.09657051780393255,0.10150725080984156,0.09553361359396297,0.09828282498732761,0.10112696311408287,0.09835226067333896,0.09949551156074576,0.1019960097814143,0.10352514272786431,0.09833541253903,0.09898757712171669,0.09948022623981258,0.09792222727374679,0.10077866896824736,0.09793804472801318,0.10152686221435285,0.09599314024156307,0.10524571993206676,0.09995326777129845,0.09911950445647923,0.10064901047904855,0.10129054727348785,0.10172338194413039,0.0965605209595593,0.0995548245112664,0.10177173645184434,0.09682420687230145,0.09745342811595213,0.10139062260435079,0.10339029557950985,0.09980329194430775,0.09769478730559682,0.10177038558788917,0.1003464210269809,0.0018400828521223805,0.9894101276874215,0.9930902933916662,0.006174652219742494,0.09464899890172923,0.10699830334121421,0.0,1.0,1.0,0.0,0.0,0.0,16.219721424575077,586.9272595898119,619.366702438962,0.08693537829905612,-0.026935378299056123,0.14693537829905612,1.9825004210790877,0.003680165704244761,1.978820255374843,1.9861805867833324
Anesthesiology,3,0.9597874482312844,0.022068754744251136,50,0.07346847318800366,0.025088269160651166,50,1.0,0.0,50,0.0,0.0,50,516.3561787564976,34.34284200416076,50,0.04,0.28284271247461895,50,0.10059699083069783,0.09652054920044892,0.10073776210796931,0.10230736941454811,0.09690133401029268,0.10339493605111175,0.09945493635530939,0.10016530561611503,0.10174873585838257,0.09817208055512404,0.10026691812966039,0.10103119778632086,0.10141074702307781,0.09642233677059385,0.1021709389726126,0.09570810474846841,0.10484692486898543,0.09873989827868941,0.10303803705775037,0.09636489636384045,0.09701758014604941,0.10398736949826784,0.10446783367263941,0.09632799637501563,0.09833188772533351,0.10809886158663426,0.09911896056796056,0.09689183134121528,0.09671747132076743,0.0990402077661162,0.10475070710769063,0.09991642834862664,0.09469174415245775,0.09973450452959094,0.09548055413117197,0.10217307874732066,0.1007317708931382,0.1013966024490735,0.10111475837053087,0.10000985127039844,0.09593401732135741,0.0978295911142597,0.09996370161842917,0.1028324351142687,0.09802386397305118,0.09937865782180355,0.10281837635127969,0.10330264333069476,0.09906409384312881,0.10085261951172661,0.09985093917465067,0.0980287237179531,0.09977750533566108,0.0993163331410951,0.10643343133420562,0.09821088420406177,0.0952494005281984,0.10069444576920328,0.0981033764441403,0.10433496035083029,0.09292384972408542,0.09883299815283414,0.10424645216209441,0.0998224573010188,0.10235056059731142,0.10016466131879354,0.10019309738606548,0.09938205399962512,0.10066814841652,0.10141572094165131,0.09778073345181015,0.10028404732026974,0.09755659426584394,0.09863352144212868,0.09897753886596337,0.0978683551289822,0.10381466173649846,0.10450063741956393,0.09563781231156357,0.10494609805737559,0.10010519975622499,0.09288592265933847,0.10192055130740804,0.0986169222373813,0.10239696034015201,0.10261581312305873,0.0964439381049207,0.10449494259946591,0.10148627654905802,0.0990334733229914,0.1030381158422531,0.10258764398570706,0.10082937099303303,0.10106960024712054,0.09688507845853499,0.09774025461814796,0.1000798701711068,0.09734964128089735,0.09737276285270953,0.10304766155048924,0.006117146723745086,0.9536703015075393,0.9659045949550294,0.006954113418678071,0.06651435976932558,0.08042258660668174,0.0,1.0,1.0,0.0,0.0,0.0,9.519350134813228,506.83682862168433,525.8755288913108,0.07839999999999997,-0.03839999999999997,0.11839999999999998,2.879362344693853,0.01835144017123526,2.861010904522618,2.8977137848650885
Anesthesiology,4,0.904946992643304,0.03884848039682621,50,0.04854151480593001,0.020128179075891883,50,1.0,0.0,50,0.0,0.0,50,414.4691485072832,36.32714068545381,50,0.16,0.7102744511232031,50,0.09748254529313613,0.10408983325476068,0.10102739648581077,0.10255888334600165,0.10058887130401019,0.09840095776653034,0.09541448414625081,0.10343366476310085,0.09913138786493413,0.09787197577546407,0.09844843894575683,0.10550791544304523,0.09889598922116173,0.09687844105099279,0.10149998914723594,0.1008607069650116,0.10295325408059527,0.09887147517498684,0.09665144945357321,0.09943234051764013,0.10154006576691327,0.0980365197341907,0.10364970806747742,0.09507583583505642,0.0983956148471848,0.09840425994736104,0.10148636232143121,0.10557129738990588,0.10009804303956762,0.09774229305091123,0.09829971504783812,0.10171351167516328,0.09843774199577504,0.09973749585574117,0.09443254351421315,0.09787996654278486,0.1030823059096387,0.0994428678417622,0.10369714024829663,0.10327671136878645,0.09885909292072206,0.09797316061833668,0.09756201190801864,0.09822044699785731,0.10233382737037339,0.10579837268402369,0.10019922928038091,0.10024295650326268,0.09753825079623792,0.10127265092078634,0.09617458828450669,0.10278419596806726,0.09996788204332337,0.09998813141957216,0.10150043712985425,0.09580910288927626,0.09491645720368806,0.09726699009092865,0.10484526722443752,0.10674694774634536,0.09852503375367441,0.10003949638245736,0.09548466041122863,0.10009424631774383,0.10073567872440974,0.09974953343217509,0.10477754026576777,0.10096612001538828,0.10269394043614156,0.09693375026101293,0.09500326687636124,0.10054490018268634,0.10418597483827531,0.10433977963562664,0.10205743728488831,0.09894570681269,0.09831505202954163,0.09627250111856782,0.10129438641026747,0.09904099481109487,0.1023363507553711,0.10053680977175652,0.09747414766662792,0.09672443941784482,0.10225382272172812,0.09831343562354417,0.10557189078599377,0.0995829508520223,0.09747227643206845,0.09973387597304241,0.09820222492589173,0.10223720278939645,0.09695500313613786,0.0964213111489698,0.10337918890404792,0.10139128499504733,0.09898951691597385,0.10091534201505896,0.0982277253949476,0.10328119977452811,0.01076824937953628,0.8941787432637678,0.9157152420228403,0.005579246591660127,0.042962268214269884,0.05412076139759014,0.0,1.0,1.0,0.0,0.0,0.0,10.06936966776243,404.39977883952076,424.5385181750456,0.19687803330996578,-0.03687803330996578,0.3568780333099658,3.619787970573216,0.04307299751814512,3.576714973055071,3.662860968091361
Anesthesiology,5,0.8282237566595356,0.05768048777150611,50,0.029876786796909974,0.0160150042073883,50,1.0,0.0,50,0.0,0.0,50,311.6542476625928,41.76026383364926,50,0.0,0.0,50,0.10030983464127535,0.10016236382080583,0.09841922722060437,0.10199515567485565,0.09711615176404717,0.10193231089966803,0.10395325633036664,0.09504455621963365,0.09768918572797324,0.10337795770076971,0.09895381620697581,0.10168285587445254,0.1016222743967579,0.10384668016863519,0.09700446308773912,0.10356307582053813,0.09843318336764599,0.10094484658914216,0.09145749931587646,0.10249130517223631,0.10196434892522088,0.09586935072671851,0.10510264807544782,0.10394389714192967,0.09864899472662353,0.10080647866020184,0.10263313982247753,0.0972262420766167,0.09864475157899903,0.09516014826576413,0.10235571537633893,0.09961448836798165,0.09922856953778159,0.09530366856650643,0.09823973945328927,0.10400192515591045,0.09854194178368995,0.10105185708420959,0.1017435552515869,0.09991853942270486,0.10106211174187939,0.10258131737812043,0.09847981011461249,0.10039062529556983,0.10263220764323294,0.09762940427842169,0.09559516899946237,0.10264507067379772,0.10164761195515433,0.09733667191974842,0.10250129294165357,0.09536600556383695,0.09613718451655004,0.10062811451580783,0.10223666479964708,0.10644613198656681,0.09640454678465231,0.10378195783581923,0.09860464538290868,0.09789345567255717,0.09985882561407763,0.09993857302184944,0.09900945523527946,0.09888877281140646,0.09656542623428159,0.1003361738901131,0.10153777883423455,0.10056840582052874,0.10370260251347359,0.09959398602475503,0.09881286321453193,0.10591332207669266,0.0996019741487935,0.09743977871681823,0.09992621724577631,0.09725488738227286,0.10416294356454257,0.10045029752582389,0.09858693542702573,0.09785078069772193,0.09838923183269728,0.10312114615690125,0.10239915457512852,0.0999631077253188,0.09855115968990717,0.10575259649846001,0.1010565840498613,0.09743086148226338,0.09661284173720663,0.09672331625225528,0.10175228340923204,0.0956649255784223,0.10406218448616433,0.09878288905889067,0.10195716983134195,0.10091786215759031,0.09659930636626904,0.1014042788826659,0.09849484185664494,0.1003642583727781,0.01598821550578884,0.8122355411537467,0.8442119721653245,0.004439132685703939,0.025437654111206034,0.034315919482613914,0.0,1.0,1.0,0.0,0.0,0.0,11.575354570437787,300.078893092155,323.2296022330306,0.0,0.0,0.0,4.141118783297678,0.07994107752894421,4.061177705768734,4.221059860826623
Anesthesiology,6,0.7379376909673288,0.07038765578175757,50,0.016210615886136356,0.013204723298621861,50,1.0,0.0,50,0.0,0.0,50,243.19251045619995,31.612634490537282,50,0.0,0.0,50,0.09778847531345597,0.09586586409641569,0.0991022856943306,0.10236150413941023,0.09883711428384785,0.10837771757263084,0.09994814718520091,0.09666215678702424,0.09980468485592092,0.1012520500717623,0.09754070664466247,0.10533620077242828,0.1023811871440954,0.09844664895866137,0.10116700256013074,0.09725583328002584,0.09815406742283854,0.10516980384755284,0.09540821173968822,0.09914033762991592,0.1001083188937793,0.10511995643133637,0.10584016743394295,0.09634189710620625,0.0998786460452963,0.09470521718583147,0.09953386474504289,0.10471774785608495,0.09563184852727785,0.09812233577520123,0.09914800560269904,0.10098904639900265,0.09696914284056875,0.1023998092956885,0.09648211046299132,0.10301965066186332,0.10485622496339843,0.09900589679818436,0.10008933835336681,0.09704077462223648,0.1006299869190692,0.09745688923925827,0.10186930086772777,0.09936937256403265,0.09984155948049579,0.10115132965779815,0.10064929453331072,0.10158722111226279,0.10029686145503204,0.0971481841710122,0.10131109899647583,0.09915753266077833,0.10094849795131733,0.10033039887281756,0.09993444028807734,0.0964400197371562,0.09999137399018551,0.10448212924634533,0.10085828772834446,0.0965462205285017,0.10135739704058346,0.10094252373352147,0.09532749444756357,0.1031608792042704,0.10049770530323827,0.09892188494145525,0.09829328315999776,0.09811739835187566,0.10057150730253263,0.10280992651496111,0.1001766644285787,0.10156825608332727,0.10416888932537144,0.10009673020087546,0.09514648967052217,0.09788342916712998,0.10523338498674256,0.103022143510848,0.09828259537362616,0.09442141725297785,0.10149812058967564,0.10036609202809352,0.09917570842588301,0.10187879956592051,0.09995855336956755,0.10109572005001606,0.10091905613961838,0.09736628257928664,0.10108650884503524,0.09665515840690303,0.09768288650126665,0.10164623712964037,0.09358536126742738,0.10193090473155436,0.09770471111597556,0.09809793467631883,0.10169344844944528,0.10171894397221017,0.10224862123647833,0.10369095091968264,0.019510462776321267,0.7184272281910075,0.75744815374365,0.0036601625601538255,0.01255045332598253,0.01987077844629018,0.0,1.0,1.0,0.0,0.0,0.0,8.762575222016816,234.42993523418315,251.95508567821676,0.0,0.0,0.0,4.4276261458039725,0.11706277665792761,4.3105633691460445,4.5446889224619005
Anesthesiology,7,0.6783107686237048,0.07646267772131099,50,0.010059030557659594,0.007830378426282784,50,1.0,0.0,50,0.0,0.0,50,212.21399233879387,24.27631725465768,50,0.0,0.0,50,0.10258736936432303,0.09969800693717096,0.09789805796252894,0.09913949500250185,0.09886582125390202,0.1001839188754711,0.10534738857716498,0.09687144285587855,0.09958495811987599,0.09982354105118223,0.10323364825477649,0.09621058196710092,0.10188417670678009,0.10030535146355925,0.09992739238173089,0.10464582102087264,0.09760333949746469,0.09626243249959274,0.09903575359885747,0.10089150260926444,0.09458498419492979,0.09875629651684024,0.10402995452997406,0.09793278884110233,0.10410922626616925,0.09816583269660345,0.09857913297465172,0.09883112575328429,0.10577783979528238,0.09923281843116215,0.10249296903045639,0.09900583910076334,0.10471516218927197,0.09993566898937215,0.09735099153802017,0.10099223685976363,0.10194869510968467,0.10344482218976263,0.09510837805768334,0.09500523693522134,0.1056927046261637,0.09682569872492934,0.09417793236400453,0.1063494598173661,0.09826277700060417,0.09949058638839892,0.09713048410186381,0.1028316949930171,0.10011593430809544,0.09912272767555651,0.09962988913918082,0.100340223889935,0.10509620106890673,0.103185328467995,0.10190897649719012,0.09737106521895449,0.09850601739842978,0.09805180954817846,0.1001024219743516,0.09580806679687759,0.10047746524329866,0.09682969028527612,0.09370955179189305,0.10085572956571492,0.10401376201805645,0.10017189149259449,0.10177339889791905,0.09845686232892165,0.10415933290411816,0.09955231547220698,0.10369989699123879,0.09747872019297281,0.1018200788791792,0.09572880700910621,0.0989942008024601,0.09575778190324526,0.10373099800641476,0.10235729186466413,0.09788907799226942,0.10254314635844893,0.09614019627805989,0.10052417528188645,0.10236641215935886,0.10143859888886894,0.09989645417600529,0.10424773798091333,0.1023374511677595,0.09950573393548247,0.09774086818156792,0.0958023719500969,0.10034148314685626,0.09661211047064407,0.09985919056788965,0.09814228577019214,0.1035665230372293,0.0972227576024006,0.104412790111948,0.10074789870314996,0.09792034853839031,0.10117461205129935,0.021194372946372855,0.6571163956773319,0.6995051415700776,0.00217047016431671,0.007888560393342884,0.012229500721976304,0.0,1.0,1.0,0.0,0.0,0.0,6.729051832777738,205.48494050601613,218.94304417157161,0.0,0.0,0.0,4.748175380365933,0.14836061062460998,4.599814769741323,4.896535990990543
Anesthesiology,8,0.5887688138228742,0.07715162791584051,50,0.005011617859522358,0.005421001868020031,50,1.0,0.0,50,0.0,0.0,50,202.77831142011016,15.091086950534889,50,0.02,0.14142135623730948,50,0.09539769961174399,0.10143556967126628,0.09846148257899451,0.09961977636635218,0.09630142024160407,0.10183579372916725,0.09880499441073372,0.10359153642301633,0.10077343892902611,0.10377828803809516,0.1004784027183894,0.09846860571290447,0.10224418926541773,0.09805835708196645,0.10708245612710166,0.10065907963435966,0.10226581160368871,0.09694723995792522,0.09554831218031175,0.09824754571793454,0.10434900611593367,0.09661910533822349,0.101355731104177,0.09674340934798044,0.10185482438468074,0.09555876684699767,0.09936793757044825,0.10135061066490471,0.09947733974240947,0.10332326888424419,0.09792411946411735,0.10511623693706293,0.09708776200426435,0.10205416510170881,0.09696810324511775,0.1035679504506979,0.09512339753861154,0.09893570739518877,0.10143608921085732,0.10178646865237292,0.09382739948447046,0.10509290180078108,0.10179337646006471,0.09897784798845496,0.10090828549037707,0.09700480998762016,0.10048169128143516,0.10074675579260918,0.10060472669152098,0.10056220502266579,0.10251270958880662,0.09445715899851077,0.09942915468489648,0.10253579413601469,0.09655090006363523,0.10347933102628941,0.09848100587266732,0.1030999009374542,0.10199083417931976,0.09746321051240515,0.09475385662373864,0.1074317146601983,0.10138001508601632,0.09699783061994449,0.09511728006130542,0.09940049648363983,0.09389614188579179,0.10151612722839656,0.1046581433807364,0.1048483939702319,0.10207716724670311,0.0971939594291041,0.10034019222671416,0.09876044894303276,0.10039818795035454,0.09819083518581975,0.10472163758462556,0.10108652644648985,0.09720089044371882,0.10003015454343693,0.09768602056541364,0.09917874037768948,0.0972768102477299,0.10290470267378295,0.09858239099636297,0.10267703657729382,0.09890521983597075,0.10086908836956715,0.09882853303178621,0.10309145732440275,0.10306205723675076,0.09703999616627237,0.10056477332194555,0.10066209006387114,0.09604508408648606,0.10227488253004034,0.10171500537551227,0.09949875650426301,0.10303242308511526,0.09610493162974285,0.02138534019731789,0.5673834736255563,0.610154154020192,0.001502625055227147,0.003508992804295211,0.006514242914749505,0.0,1.0,1.0,0.0,0.0,0.0,4.183035887934023,198.59527553217615,206.96134730804417,0.039199999999999985,-0.019199999999999984,0.05919999999999999,4.710150510582993,0.17108272157854312,4.53906778900445,4.881233232161536
Anesthesiology,9,0.548689637150064,0.06562390112127077,50,0.0027059041292936702,0.0029487906170500016,50,1.0,0.0,50,0.0,0.0,50,205.00910627946993,15.468396525970244,50,0.08,0.44446711960297264,50,0.09422336627861927,0.10007376528329218,0.09720934498828326,0.10254381039864686,0.10077530154968402,0.10097586871343124,0.09862457580212432,0.10358910526893556,0.10208976371274649,0.09989509800423642,0.10270199541177591,0.09873425226421338,0.09946116325286088,0.09642149044951889,0.10400297022037738,0.09850412856499641,0.0975468010470609,0.09735974647518483,0.1032058760218878,0.1020615762921232,0.10337360774196591,0.09583361623115494,0.0990388623921557,0.09958271210828444,0.0991495012854978,0.09982286693456927,0.09981365979266077,0.10026839548342563,0.09981585009616221,0.10330092793412295,0.10002374243668548,0.1015743945468341,0.09785280206319437,0.098323795334634,0.09968144771590891,0.10382172804044401,0.1015350713260535,0.10348866244006519,0.10319282010136391,0.09050553599481612,0.10447249280512025,0.1081221218121936,0.09433637965007984,0.0997008705064762,0.1028987722339755,0.10055742589459406,0.09845739627571655,0.09801136165748386,0.09455113204090683,0.0988920471234529,0.09847274806862848,0.10175905144705481,0.09944101340528594,0.09937285154205557,0.10160633795241114,0.09961766817077783,0.09893073958273402,0.1008041753232321,0.0964758839788104,0.10351953052900935,0.10512549469175152,0.09390829366186942,0.10046940427985071,0.10192830755327949,0.09753276658677906,0.09705901109547892,0.1009657526706133,0.10285567095536337,0.10116451414332958,0.09899078436168424,0.09771207362220222,0.09726881981368563,0.10280901426639838,0.10723361745273617,0.09665570139952308,0.09764957865587144,0.10344214337050574,0.10078749901247054,0.09777124959684123,0.09867030280976521,0.09833169067767844,0.10473749245919152,0.10056457360978134,0.10104905461655428,0.09709622547686957,0.10237431913577158,0.09799946247802285,0.10085404574470871,0.09948564673112881,0.09750748907029251,0.09795224537217619,0.09892959319782911,0.09885904767700271,0.10236436509070679,0.10111497936293828,0.09780433445593678,0.1000447406317288,0.09715264410267183,0.0998839252038737,0.10589412490513542,0.018190017352380284,0.5304996197976838,0.5668796545024443,0.0008173630579132054,0.001888541071380465,0.0035232671872068755,0.0,1.0,1.0,0.0,0.0,0.0,4.2876207664176285,200.7214855130523,209.29672704588756,0.12319999999999998,-0.043199999999999975,0.2032,4.938206734350576,0.16371015617142257,4.774496578179154,5.1019168905219985
Anesthesiology,10,0.48353973269032624,0.0656200272358237,50,0.0013805424319464688,0.002306360852068532,50,1.0,0.0,50,0.0,0.0,50,218.48794654548786,21.2042255480942,50,0.12,0.7182745765700876,50,0.10090411413276774,0.09831200301235056,0.1010866648021999,0.09772035231571648,0.10188483059405608,0.10273091527502581,0.09525461647178524,0.10125003088208155,0.10151183841430435,0.0993446340997119,0.10020597900926173,0.09868420593303366,0.10198860355296181,0.10025485828313538,0.09781018348488235,0.10093140517700203,0.10204628651801358,0.10054424940220881,0.09879511506189695,0.09873911357760329,0.09493275471467238,0.09985263032424237,0.10463977452259182,0.09955250616049163,0.09934061066239744,0.09817194914997492,0.10391437120212822,0.09954983853281223,0.10084127104507294,0.09920429368561566,0.09851528191140424,0.09944841998291316,0.10233480865939254,0.09394981113872686,0.10155026974570315,0.09843070837765878,0.10077626853821404,0.10542499399040609,0.09605715764604676,0.10351228000953397,0.10005791552249134,0.0975711942600793,0.10314589607466276,0.10106425523935021,0.09770736935723033,0.1038892803546598,0.0964683648674177,0.09780084491835186,0.09835689968234808,0.10393797972340824,0.09932575374049601,0.10023309070739415,0.10135183315456961,0.10094310258283798,0.09858794115046869,0.10132076423463066,0.0994764638747768,0.09862668504413978,0.09748404293312776,0.10265032257755817,0.10014338963191817,0.10303424296070948,0.10163181538561775,0.09509249182143131,0.09881253303665918,0.10193208987161331,0.1029787343961588,0.09644389780609386,0.10126672210629664,0.09866408298350109,0.09872979800098791,0.0995375256822405,0.09640606015198011,0.0985919715752966,0.10441724823504533,0.09933735165309918,0.10340964337544749,0.101604303862938,0.10439185160104338,0.09357424586192108,0.10001639069246641,0.10105971067220462,0.09844616001947731,0.10311498612952093,0.09930071096689805,0.09874930091472053,0.10317119545309154,0.0971481924171738,0.10050618150757908,0.0984871712268673,0.10534031559285463,0.10178754135263716,0.09622428621851631,0.09986823844285847,0.1001875374053027,0.0993251994431288,0.1043798448100763,0.0966805666461195,0.098684492245439,0.09752197784306675,0.018188943566117974,0.46535078912420824,0.5017286762564442,0.0006392906121574503,0.0007412518197890185,0.0020198330441039193,0.0,1.0,1.0,0.0,0.0,0.0,5.877511456547647,212.61043508894022,224.3654580020355,0.19909555494786915,-0.07909555494786916,0.3190955549478691,4.835397326903262,0.18188943566117974,4.653507891242082,5.017286762564442
